title,label
Change of Plans,sadness
Our Idiot Brother,joy
Edison Kinetoscopic Record of a Sneeze,joy
Divine Horsemen: The Living Gods of Haiti,joy
Almanya: Welcome to Germany,sadness
Sweet Mud,sadness
A Letter to Elia,joy
Drive-In Horrorshow,anger
Twixt,fear
Princess Kaiulani,joy
Anima Mundi,joy
SUBWAYStories: Tales from the Underground,fear
Death Race 2,anger
The Debt,fear
Air Guitar Nation,anger
Cyberbully,anger
Beats Rhymes & Life: The Travels of A Tribe Called Quest,joy
Wandering Streams,joy
West Is West,anger
Above Suspicion,joy
Desperate Search,fear
Rise of the Planet of the Apes,joy
Terri,sadness
The Magnificent Yankee,joy
Happy New Year,joy
Hide-Out,anger
Shanks,sadness
Christmas Carol: The Movie,joy
Coffin Rock,fear
Strapped,joy
Ponterosa,joy
Tevye,love
The Change-Up,love
Sins of My Father,anger
Cut-Throats Nine,anger
The Yearling,sadness
The Help,anger
30 Minutes or Less,fear
Fools in the Mountains,joy
My Son John,fear
Bulldog Drummond,fear
The Merry Widow,joy
High Time,joy
There Goes My Heart,anger
Glee: The Concert Movie,joy
The Trotsky,joy
Anthony Zimmer,joy
The Richest Girl in the World,sadness
Just Imagine,joy
An Invisible Sign,sadness
Gantz,fear
Blues Harp,fear
From Beijing with Love,fear
The Lady Is Willing,joy
Vision – From the Life of Hildegard von Bingen,joy
El Bulli: Cooking in Progress,joy
My Afternoons with Margueritte,sadness
Soloalbum,joy
Final Destination 5,fear
"Lovely, Still",love
The Conspirator,fear
A Very Harold & Kumar Christmas,fear
The Young One,anger
Michael the Brave,anger
Missile to the Moon,fear
Mr. Moto Takes a Chance,joy
Mysterious Mr. Moto,fear
Where Now Are the Dreams of Youth?,anger
Loose Cannons,joy
The Little Girl Who Conquered Time,fear
Kaïrat,fear
Queen to Play,love
Laila,anger
Suzannes Diary for Nicholas,joy
Carancho,joy
Spy Kids: All the Time in the World,anger
Recollections of the Yellow House,anger
Super 8 Stories,joy
Passing Fancy,sadness
What Did the Lady Forget?,joy
Miranda,love
Elvira Madigan,sadness
Forest,fear
Evil - In the Time of Heroes,anger
Dont Be Afraid of the Dark,fear
Fright Night,fear
Another Earth,joy
Pastoral: To Die in the Country,fear
The Classic,joy
Rocky VI,anger
Hesher,sadness
The Cool School,joy
Bolivia,anger
Company: Original Cast Album,joy
Cold Prey,sadness
American Boy: A Profile of: Steven Prince,joy
Stake Land,sadness
The Greatest Movie Ever Sold,joy
The Great White Silence,joy
The Debt,fear
Colombiana,anger
Bill Cunningham New York,joy
The Hireling,sadness
Street Scenes,anger
Freakonomics,joy
Puzzlehead,anger
The Possession of Joel Delaney,sadness
The Kid from Brooklyn,anger
The Last Frontier,anger
Tight Spot,anger
The Skin I Live In,joy
The Messengers 2: The Scarecrow,anger
Boys,anger
"The Birds, the Bees and the Italians",joy
Backlight,joy
The Lodger,fear
Shadows & Lies,fear
"Crosby, Stills & Nash: Long Time Comin",joy
Phil Ochs: There But for Fortune,joy
Good Neighbours,joy
The Winning Season,joy
Conan the Barbarian,joy
Dead Awake,fear
Prom,joy
Magic Trip,joy
Stay Cool,joy
Walled In,sadness
Fierce Light: When Spirit Meets Action,joy
Strongman,sadness
Waiting for Forever,love
The Creation of the Humanoids,anger
Future Cops,anger
Tooth and Nail,anger
Face,joy
Orders,fear
The Story of Temple Drake,anger
Project Nim,joy
Escape,sadness
Fatherland,anger
Simon Says,joy
Chill,anger
Birdemic: Shock and Terror,fear
"Walking, Walking",joy
Whirlygirl,fear
Woyzeck,sadness
Win/Win,sadness
Page Eight,joy
The Inbetweeners Movie,sadness
The Old Man and the Sea,fear
Time to Die,anger
Dying at Grace,sadness
The Future,sadness
Richard III,anger
Burning Secret,fear
Love Ranch,joy
Payment Deferred,anger
The Interrupters,joy
Ill Met by Moonlight,fear
Red State,anger
The Dark Side of the Heart,joy
Les Misérables,fear
Wooden Crosses,anger
Short Sharp Shock,fear
Chinese Take-Out,fear
A Strangers Heart,love
Restraint,fear
A Better Life,anger
Raging Phoenix,fear
Ceremony,love
Sympathy for Delicious,joy
Wrecked,sadness
Korridoren,anger
Pearl Jam: Twenty,joy
I Dont Know How She Does It,joy
Two Cents Worth of Hope,joy
Commandos Strike at Dawn,anger
The Pleasure Seekers,sadness
The Kidnappers,anger
That Lady in Ermine,joy
April Love,sadness
Red Meadows,fear
Shark Night,fear
Beautiful Lies,love
Contagion,anger
We Have a Pope,joy
Frenchmans Creek,fear
Vigilante,anger
Sleeping Beauty,fear
María Candelaria,sadness
The Maze,fear
Straw Dogs,anger
Moneyball,joy
William S. Burroughs: A Man Within,anger
The Appeared,anger
Felicity,love
The Winning Team,love
"Fat, Sick & Nearly Dead",joy
Higher and Higher,sadness
The House of the Seven Gables,joy
Le Havre,sadness
An Unlikely Weapon,fear
X,sadness
The Milky Way,anger
Magnificent Warriors,joy
Zindagi Na Milegi Dobara,joy
Restless,joy
Neds,sadness
Cold Fish,joy
Skeletons,fear
Phineas and Ferb the Movie: Across the 2nd Dimension,anger
Follow Me Quietly,anger
Scott Walker: 30 Century Man,joy
Four Nights of a Dreamer,fear
The Perfume of the Lady in Black,sadness
The Soul of a Man,joy
Gods Comedy,anger
Nightmare,sadness
Taxi Zum Klo,fear
I Am,sadness
My Little Business,joy
La Maladie de Sachs,anger
The Witches,sadness
The Valley,fear
Point Blank,joy
Masti,anger
O Contador de Histórias,joy
Nothing Personal,fear
Ironclad,anger
Green Fire,sadness
Russell Peters: The Green Card Tour,joy
Some Photos in the City of Sylvia,joy
Children of the Secret State,fear
Pathetic Fallacy,sadness
No Man of Her Own,sadness
Zombie Island Massacre,anger
Mr. Thank You,joy
Northanger Abbey,joy
Floods of Fear,fear
Loser Takes All,fear
Film Is a Girl & a Gun,joy
In Vandas Room,sadness
De Dominee,anger
Black Butterflies,anger
Sweet Karma,anger
Bereavement,fear
A Horrible Way to Die,sadness
The Last Chance,anger
Men without Wings,anger
Children of Glory,anger
Bulldog Drummond Escapes,anger
La próxima estación,joy
The Avengers,joy
Taxi!,anger
Tinker Tailor Soldier Spy,sadness
A Separation,sadness
A Dangerous Method,anger
Mans Castle,sadness
"Sleep, My Love",fear
My Name Is Julia Ross,joy
The Romantic Englishwoman,joy
Neecha Nagar,joy
Warrior,sadness
Littlerock,fear
Sherlock Holmes,anger
The Crowd Roars,sadness
Eva,joy
Youre Telling Me!,sadness
Mother Wore Tights,love
The Ides of March,joy
The Proud and the Beautiful,anger
Punk in London,joy
The Star Witness,joy
The Strip,fear
Bad Girl,fear
Kill List,joy
Killer Elite,anger
The Dukes,fear
Bobby Fischer Against the World,fear
Badmaash Company,joy
The Nature of Existence,joy
Bellflower,joy
50/50,joy
Clapham Junction,joy
Warrior of the Lost World,anger
Main Street,joy
Superman and the Mole-Men,fear
Rat Pfink a Boo Boo,joy
The Turin Horse,fear
Generation P,joy
Once Upon a Time in Anatolia,fear
The Artist,joy
Someone I Loved,sadness
Housewarming,sadness
Whity,anger
I Want Candy,anger
In jeder Sekunde,joy
Superheroes,joy
Me and the Colonel,joy
Corruption,anger
Gigi,joy
Ornamental Hairpin,anger
Blinky™,anger
Play,anger
"Khrustalyov, My Car!",anger
Song of the Exile,anger
There Will Be No Leave Today,fear
The Legend of Suram Fortress,sadness
On the Double,fear
Here Comes Peter Cottontail,joy
Dont Change Your Husband,sadness
The Masseurs and a Woman,love
Enthiran,joy
The Trap: What Happened to Our Dream of Freedom,joy
Animal Love,sadness
Novena,sadness
Rabbit à la Berlin,joy
Circumstance,anger
Slaughter Hotel,sadness
Ticking Clock,sadness
Ghost from the Machine,fear
Reykjavik-Rotterdam,joy
Wrestling,anger
White of the Eye,sadness
The Boss,anger
Green Chair,anger
Im Gonna Explode,anger
The Report,anger
Five,fear
A Lizard in a Womans Skin,anger
The Oily Maniac,anger
Take Shelter,fear
Genealogies of a Crime,joy
The Myth of the American Sleepover,joy
That Day,anger
Road to Nowhere,fear
Zaat,anger
The Music Never Stopped,sadness
The Experience,love
A Wedding Suit,joy
Le jeu de la mort,sadness
ABC Africa,joy
Pigskin Parade,joy
Songwriter,sadness
First Love,sadness
I Dream Too Much,joy
"One Potato, Two Potato",anger
The Sheep Has Five Legs,joy
No Rest for the Wicked,fear
The Presence,fear
The Caller,sadness
Small Town Girl,anger
Monsieur Vincent,anger
The Toast of New Orleans,anger
Captain Thunder,anger
The Happiest Days of Your Life,anger
"I Am Taraneh, I Am Fifteen Years Old",anger
The Grand Dukes,sadness
Tony Arzenta,anger
The Living Desert,joy
Brothers at War,joy
Salaam Cinema,joy
The Happiest Girl in the World,joy
Examined Life,joy
Wadd: The Life & Times of John C. Holmes,joy
Dont Deliver Us from Evil,joy
Three Outlaw Samurai,anger
Antonio Gaudí,joy
Slumming,anger
Real Steel,sadness
Devil Times Five,sadness
The Dream Catcher,sadness
The Pleasure of Being Robbed,sadness
Cuckoo in a Dark Forest,anger
Hotel Pacific,joy
The Enchanted World of Danny Kaye: The Emperors New Clothes,joy
Pinocchio,joy
Buck,joy
Hell,fear
Exit,fear
Clara and Me,joy
My Joy,fear
The Overbrook Brothers,anger
I Am My Films: A Portrait of Werner Herzog,joy
Portrait Werner Herzog,joy
Sokkotanssi,joy
Pilate and Others,anger
The Smiling Madame Beudet,joy
Snow,joy
Father of Invention,anger
Quiet Flows the Don,anger
No Exit,joy
At Sea,joy
House by the River,anger
The Bullfighters,anger
The Last Days of Pompeii,love
Catching Hell,anger
Footloose,sadness
The Thing,joy
Lemmy,joy
Beautiful Boy,anger
The Harvest (La Cosecha),anger
Tyrannosaur,sadness
Men in the City 2,joy
"O-Bi, O-Ba: The End of Civilization",sadness
The Killer Is Loose,anger
Martha Marcy May Marlene,sadness
We Need to Talk About Kevin,anger
Tabloid,anger
The Old Fashioned Way,joy
The River Murders,anger
Behind Enemy Lines II: Axis of Evil,anger
Return of Django,joy
The Three Musketeers,joy
In Time,sadness
Oranges and Sunshine,joy
A Pain in the Ass,fear
Brighton Rock,sadness
The League of Gentlemen,anger
Burning Palms,anger
Margaret,fear
Carnage,joy
Assassination Games,anger
Margin Call,fear
Mystics in Bali,fear
Gods Little Acre,sadness
2019: After the Fall of New York,anger
Alaska: Silence And Solitude,joy
The Frozen North,fear
Out California Way,fear
Paranormal Activity 3,fear
Puncture,anger
Polisse,anger
A Little Bit of Heaven,fear
Year of the Carnivore,love
A Perfect Couple,joy
The War of the Robots,anger
Prisoners of the Lost Universe,anger
Bertsolari,joy
Blondie Knows Best,joy
Johnny English Reborn,anger
Abduction,fear
Beginning of the Great Revival,joy
This Must Be the Place,anger
Shame,sadness
La Marseillaise,joy
Werewolf Woman,fear
"Love Affair, or the Case of the Missing Switchboard Operator",sadness
11 x 14,anger
The True Story of Jesse James,anger
One to Another,anger
American Son,anger
The Book of Stars,joy
Directed by John Ford,joy
TV Junkie,anger
"Happy, Happy",joy
A Screaming Man,sadness
A Cab for Three,anger
Unholy,sadness
Ballad of the Little Soldier,joy
18-May,joy
Noras Will,fear
Whats Your Number?,sadness
Dream House,sadness
How to Die in Oregon,joy
"Suddenly, Last Winter",joy
Queen of Blood,sadness
Radioactive Dreams,joy
Headhunters,joy
Batman: Year One,fear
America before Columbus,joy
Camouflage,anger
Pajęczarki,joy
Mulan: Rise of a Warrior,joy
Campus Radio,joy
Machine Gun Preacher,fear
Miss Representation,anger
Answer This!,joy
The Doll,joy
Anonymous,anger
Mr. Nice,joy
Hella W,anger
The Carpenter,joy
The Veteran,anger
The Gold of Naples,anger
Crashing,joy
A Loving Father,sadness
End of the Game,love
Gone to Earth,love
Black Cadillac,fear
Colorado Avenue,anger
A Sunday in Hell: Paris-Roubaix,joy
Doc,joy
Al Franken - God Spoke,joy
Bone,joy
Hamlet,sadness
"China 9, Liberty 37",anger
Tower Heist,anger
J. Edgar,anger
Sometimes They Come Back,fear
The Double,joy
Cherry Crush,love
WUSA,anger
The Adventures of Tintin,love
Operation Mad Ball,anger
The Son of No One,fear
Undertow,fear
Starsuckers,anger
White on Rice,anger
The Minister,anger
The Heroic Ones,anger
Tomboy,fear
Glasses,joy
See How They Fall,joy
Actresses,joy
Cobra Woman,anger
Pompeii: The Mystery of the People Frozen in Time,fear
Capricious Summer,joy
Bandwagon,fear
Flower & Garnet,sadness
Loft,joy
Lavatory Lovestory,anger
The Fall of the House of Usher,fear
Woman Obsessed,anger
The Heirloom,fear
George Harrison: Living in the Material World,love
Hugo,sadness
Higher Ground,joy
Trespass,fear
Savage Streets,anger
The Dark House,fear
Street Scene,joy
The Last Real Men,sadness
Election Day,joy
Immortals,anger
Jack and Jill,joy
Take Out,anger
Chesty: A Tribute to a Legend,joy
The People vs. George Lucas,joy
Mahjong,joy
Eerie Tales,fear
Progression,joy
Rage,anger
The Devils Double,anger
Setup,anger
House of Tolerance,joy
Dreileben: Beats Being Dead,joy
The Deep Blue Sea,anger
Killer,fear
My Mother and Her Guest,joy
11/11/2011,sadness
Into the Abyss,joy
"Oslo, August 31st",joy
Paper Soldier,anger
The Nada Gang,fear
Whatever Lola wants,sadness
Daffy Ducks Movie: Fantastic Island,anger
Westward Ho,fear
The Last Mountain,joy
Sasha,sadness
I Want to Be a Soldier,sadness
Another Happy Day,love
The Big Hangover,sadness
Shaolin,anger
Fright,fear
The Story of Mankind,anger
Wichita,joy
Wuthering Heights,joy
From Beyond the Grave,anger
LennoNYC,joy
The River Why,sadness
Cherry,joy
The Bat Man,sadness
Batman and Robin,anger
Bluebeard,anger
Espion(s),anger
Good Morning Miss Dove,love
The Late George Apley,fear
Million Dollar Legs,joy
The Great Flamarion,anger
The Descendants,fear
Like Crazy,anger
The Muppets,love
The White Dragon,joy
The Twilight Saga: Breaking Dawn - Part 1,joy
The Circle of Deceit,anger
Figures in a Landscape,anger
Barocco,anger
Blown Away,anger
War Horse,sadness
The Rum Diary,sadness
My Week with Marilyn,joy
Stanley and Livingstone,joy
Making Plans for Lena,joy
The Uninvited,fear
Moonlight and Cactus,joy
An Inconvenient Tax,joy
Easier with Practice,fear
I Was an Adventuress,joy
Safe in Hell,anger
Three Days,fear
À laventure,joy
The Criminal,anger
The Wedding Director,sadness
Weekend,joy
Sur,joy
The Bridge to Nowhere,anger
The Iron Rose,fear
Silvestre,joy
Echoes of the Rainbow,joy
Beijing Taxi,joy
"Lebanon, Pa.",joy
Hollywood Party,anger
The Constant Nymph,love
Cyclomania,joy
My Flesh My Blood,sadness
Lifted,sadness
Living Will...,joy
Singham,anger
Shanghai,anger
Milky Way,joy
The Silence Before Bach,joy
Chandni Chowk To China,sadness
Stage Struck,joy
Faat Kiné,anger
Hipsters,anger
Another Cinderella Story,anger
The Plough and the Stars,anger
True Blue,joy
Bunraku,anger
The Lonely Passion of Judith Hearne,sadness
The Little Colonel,anger
Gantz: Perfect Answer,fear
Sarahs Key,fear
Bigga Than Ben,anger
The Tree,joy
Xtro,fear
Waiting for Happiness,joy
Applause,sadness
The Sitter,fear
Extremely Loud & Incredibly Close,sadness
Time Bomb,fear
Hanussen,sadness
The Gruffalo,joy
Play the Game,joy
The 12 Dogs of Christmas,sadness
Asterix and the Big Fight,fear
Asterix Conquers America,fear
Asterix and the Vikings,anger
Sing Your Song,joy
Rings on Her Fingers,joy
Rampart,anger
Happy Feet Two,fear
Angel,fear
HealtH,joy
Amore,joy
That Cold Day in the Park,anger
Arthur Christmas,sadness
Miss Bala,anger
Wind Across the Everglades,anger
Red Line 7000,joy
99 and 44/100% Dead,fear
The Suspect,sadness
12 Days of Terror,fear
A Midsummer Nights Dream,joy
Getting to Know You,joy
Run for Cover,joy
Accidents Happen,anger
The Perfect Game,joy
Elephant White,anger
Violet & Daisy,joy
Flypaper,fear
Bullet to the Head,anger
The Expendables 2,sadness
The Snowman,joy
Sharktopus,fear
Bathing Beauty,joy
What Price Glory,anger
The Hunger Games,anger
Blind Justice,sadness
Womb,anger
Fire of Conscience,anger
The Goddess,anger
Intimate Lighting,joy
Sweeney Todd: The Demon Barber of Fleet Street,joy
The Death King,anger
The Dark Knight Rises,fear
Hovering Over the Water,sadness
Dacii,love
The Bourne Legacy,joy
"Dont Worry, Im Fine",fear
I Melt with You,sadness
Sherlock Holmes: A Game of Shadows,joy
Life in a Day,joy
Evidence of Blood,joy
The Cost of Living,joy
Flamenco,anger
A Funny Man,joy
Judex,joy
Wild Animals,anger
Moonlight Whispers,anger
Coriolanus,anger
Americano,fear
Stagecoach,anger
Angelus,fear
The Forty-First,joy
Macon County Line,anger
Gitmek: My Marlon and Brando,sadness
Prom Night in Mississippi,joy
This Is Not a Film,anger
Carmen Comes Home,joy
Outside Satan,fear
The Student,joy
Shit Year,love
Toronto Stories,joy
Backstage,sadness
Better Things,sadness
A New Life,fear
"Why Are the Bells Ringing, Mitica?",anger
Young Adult,sadness
Mr. Bones 2: Back from the Past,sadness
Faces in the Crowd,fear
New Years Eve,joy
Mission: Impossible - Ghost Protocol,anger
G.I. Joe: The Revenge of Cobra,anger
We Bought a Zoo,sadness
April in Paris,joy
The Girl with the Dragon Tattoo,sadness
The Darkest Hour,anger
Picture Me,joy
Last Holiday,joy
Alvin and the Chipmunks: Chipwrecked,sadness
Albert Nobbs,joy
Julias Eyes,fear
Metrobranding,anger
Salvation Boulevard,joy
Friends with Kids,love
The Girl in the Red Velvet Swing,anger
Intruders,fear
Pitfall,joy
In the Land of Blood and Honey,fear
Kongo,sadness
Shockproof,joy
Boy Meets Girl,anger
Model Shop,sadness
Broken Lullaby,joy
The Toast of New York,anger
Texas,anger
Peas at 5:30,sadness
Todays Special,joy
Brutal Beauty: Tales of the Rose City Rollers,joy
Sophies Revenge,anger
Reagan,joy
Santa Buddies,joy
The Last Lions,anger
Machine Gun McCain,anger
The Outside Man,anger
Private Hell 36,fear
Territories,fear
Girl Walks Into a Bar,joy
Professor Layton and the Eternal Diva,joy
Bringing Up Bobby,joy
The Painting Sellers,anger
On Thin Ice,joy
The Chapman Report,sadness
Skyscraper Souls,anger
Ladies vs Ricky Bahl,joy
Pariah,fear
A Muppet Family Christmas,sadness
Kung Fu Panda Holiday,fear
Tanner Hall,joy
Newlyweds,sadness
The Devil Inside,fear
Born To Race,anger
Roadie,sadness
Contraband,anger
Chak De! India,anger
Cloportes,joy
Mantrap,love
The Last Ferry,joy
The Cow,fear
The Way South,anger
Local Color,anger
Beneath the Darkness,anger
Being Elmo: A Puppeteers Journey,joy
Idol of the Crowds,sadness
Joyful Noise,joy
Mi mejor enemigo,fear
To Die Like a Man,anger
The Sea Gull,sadness
Dolphin Tale,sadness
Chico & Rita,love
The Iron Lady,anger
Happy Tears,joy
The Golden Boys,anger
Elena,anger
Khanei ruye ab,fear
Aurora,sadness
With Heart & Soul,anger
The Conquest,joy
Mad Bastards,anger
Mr. Bug Goes to Town,sadness
Work in Progress,joy
The Wild Bees,joy
The End of the Line,joy
Nostalgia for the Light,sadness
Top Floor Left Wing,joy
Albatross,fear
Loosies,fear
The Revenant,joy
The Mill and the Cross,joy
One Trick Pony,sadness
Cat Run,anger
Magic Christmas Tree,joy
The Man Next Door,joy
The Divide,fear
Underworld: Awakening,fear
The Grey,fear
Man on a Ledge,fear
Sacrifice,fear
Veijarit,anger
The Pruitt-Igoe Myth,sadness
First Family,fear
All Night Long,joy
Gorilla at Large,sadness
The Garden of Eden,joy
Time Without Pity,sadness
Descongelate!,joy
White Irish Drinkers,anger
Haywire,joy
Case départ,joy
The Las Vegas Story,fear
My Man and I,anger
Secrets,joy
Westbound,joy
The Don Is Dead,anger
Contact High,joy
The Whistleblower,joy
The Human Centipede 2 (Full Sequence),sadness
Dad Savage,anger
You and Me,joy
The Nazis - A Warning From History,joy
Zen,joy
King of Beggars,sadness
Einstein and Eddington,joy
14 Blades,anger
The Locals,joy
"Buona Sera, Mrs. Campbell",love
40 Pounds of Trouble,joy
My Future Boyfriend,joy
The Terrorizers,sadness
Goodbye,anger
The Loneliest Planet,anger
Images of the World and the Inscription of War,joy
Policeman,anger
Disorder,anger
Red Psalm,anger
Regeneration,sadness
The Afternoon of a Torturer,fear
We Wont Grow Old Together,sadness
"Turn Me On, Dammit!",love
Faust,joy
Post Mortem,fear
Decasia,sadness
Viva,sadness
Fados,joy
Daddy Longlegs,anger
Praise,love
Stanley Kubricks Boxes,joy
Street Mobster,anger
Alexandria… Why?,anger
The Grand Maneuver,joy
Can Go Through Skin,anger
Morgen,anger
"Whats Up, Scarlet?",anger
Christmas Evil,sadness
Three Wise Men,sadness
Call Her Savage,anger
Apollo 18,fear
Crazy Horse,joy
Seeking Justice,fear
The Sound and the Fury,sadness
La Pointe-Courte,sadness
Hostel: Part III,fear
Wyvern,fear
The Disappearance of Haruhi Suzumiya,fear
The Poseidon Adventure,fear
A River Called Titas,joy
The Vanquished,anger
The Blue Bird,fear
Red Tails,joy
In Darkness,anger
Odd Obsession,anger
The Flowers of War,fear
Enthusiasm,joy
The Scenesters,anger
Thunder Soul,joy
The Nun,sadness
Vlad,anger
The Intouchables,sadness
Declaration of War,anger
One for the Money,sadness
The Incredible Petrified World,fear
Queen of the Amazons,joy
Becoming Chaz,joy
Countdown to Looking Glass,joy
W.E.,anger
The Innkeepers,fear
The Storage,anger
Nancy Goes to Rio,joy
Dog Tags,joy
Big Miracle,joy
Collision Earth,anger
The Great Bank Hoax,fear
The Wonderful World of Puss n Boots,joy
Reel Injun,anger
A Man Called Sledge,anger
Cameraman: The Life and Work of Jack Cardiff,joy
Six Degrees of Celebration,joy
Six Degrees of Celebration 2,joy
This Time Around,anger
Enid,anger
Jenny,joy
The Straits of Love and Hate,sadness
State Fair,sadness
Grave Encounters,fear
Detective Dee and the Mystery of the Phantom Flame,fear
Hurry Sundown,anger
Batch 81,anger
The Eleventh Year,joy
Forever Yours,love
The Career of Nikos Dyzma,anger
E=mc²,anger
Chronicle,joy
The Woman in Black,fear
Dottie Gets Spanked,anger
Woman in Love,joy
The Dancing Hawk,sadness
Toast,sadness
The Art of Getting By,sadness
The Human Resources Manager,sadness
The Overcoat,joy
Bucky Larson: Born to Be a Star,joy
The Monk,anger
Can Mr. Smith Get to Washington Anymore?,joy
A Dolls House,fear
The Canyon,sadness
Cass Timberlane,anger
All Watched Over by Machines of Loving Grace,love
Yes: 9012 live,joy
Kisses For My President,sadness
Third Star,joy
Living Proof,joy
Barbie in the Nutcracker,joy
Dylan Moran: Monster,joy
"Dylan Moran: Like, Totally...",joy
Dylan Moran: What It Is,joy
"Dylan Moran: Yeah, Yeah",anger
Safe House,fear
The Vow,joy
Swamp Shark,sadness
Moon of the Wolf,fear
She Gods of Shark Reef,fear
King Kong Escapes,anger
The Chocolate Soldier,anger
Frisco Jenny,sadness
My Boy Jack,sadness
Louis C.K.: Live at the Beacon Theater,joy
Special Bulletin,fear
As Luck Would Have It,fear
The Black Power Mixtape 1967-1975,joy
The Girl from Jones Beach,joy
Holding Trevor,joy
Castle of Sand,joy
At Home by Myself... with You,sadness
Pitfall,sadness
Casual Relations,joy
Warsaw Bridge,joy
Monsieur Lazhar,sadness
Tin Pan Alley,joy
BookWars,anger
Kino Eye,joy
Silence,sadness
"For a Good Time, Call...",joy
The Jodorowsky Constellation,fear
Casey Jones,anger
Janie Jones,sadness
Thirteen Women,anger
Journey 2: The Mysterious Island,fear
Stella Does Tricks,anger
Valerie,joy
The Boys,anger
Hoodoo Ann,sadness
Perfect Sense,love
The Shrine,joy
Israeli Intelligence,anger
Johnny Cash at Folsom Prison,anger
Fake,anger
Forest of Bliss,joy
The Artist,anger
Tim and Erics Billion Dollar Movie,joy
The Pearl,sadness
Kuningasjätkä,sadness
Rollo and the Spirit of the Woods,joy
Beautiful Kate,sadness
Chapiteau-Show,joy
Pölynimurikauppiaat,joy
Sommer der Gaukler,joy
Kokowaah,joy
Hearts of the West,sadness
When Love Is Not Enough: The Lois Wilson Story,sadness
Monstrosity,joy
Sixpack,sadness
The City Dark,joy
Oka!,joy
Bombay Beach,joy
The Little Mermaid,joy
Bodyguards and Assassins,anger
The Sorcerer and the White Snake,joy
Flying Swords of Dragon Gate,sadness
Smokin Aces 2: Assassins Ball,anger
Knuckle,anger
Winter in Wartime,sadness
The Three Musketeers,anger
Untamed Youth,sadness
Gods Gift To Women,anger
Ricky Rapper and the Bicycle Thief,anger
The Truth About Love,joy
Plans for Tomorrow,sadness
Born to Be Bad,anger
Así es la vida...,sadness
The Mysterious X,anger
Le 7ème juré,joy
Metallica: A Year and a Half in the Life Of...,joy
Balkan Spy,fear
We Were Here,joy
Hot Summer Week,joy
Happy End,joy
New York in the 50s,joy
The Hunter,anger
The Dead,sadness
The Love Trap,joy
Kaleidoscope,joy
Ghost Rider: Spirit of Vengeance,joy
A Monster in Paris,anger
The Souler Opposite,love
Film About a Woman Who…,joy
"DOS μια ιστορία αγάπης, απ την ανάποδη",joy
Prayers for Bobby,anger
Little Criminals,sadness
Bustin Down the Door,fear
Love Wrecked,fear
The World According to Ion B.,joy
Territorio comanche,joy
Father Takes a Wife,joy
A Very Potter Musical,joy
A Very Potter Sequel,anger
Once Upon a Time in the North,joy
Miss Nobody,joy
Retreat,sadness
Guy and Madeline on a Park Bench,joy
The Great Sinner,sadness
Her Highness and the Bellboy,love
The Civil War,joy
October Baby,sadness
Khodorkovsky,anger
The Bear,fear
Live Music,joy
Ro.Go.Pa.G.,joy
Paris Belongs to Us,fear
Bag of Bones,fear
Mozarts Sister,joy
Seven Days in Utopia,sadness
The Women on the 6th Floor,joy
One of Our Dinosaurs Is Missing,fear
Mega Shark vs. Crocosaurus,fear
Wrong Turn 4: Bloody Beginnings,anger
Moscow Clad in Snow,joy
Sleep Tight,sadness
The Munekata Sisters,sadness
Arena,anger
Mail Order Bride,anger
The Satan Bug,anger
Poppy Shakespeare,joy
Freedom,anger
The Price of Forgiveness,joy
I Saw Mommy Kissing Santa Claus,anger
Red Hill,fear
Zone Troopers,fear
La Patinoire,joy
The Secret Glory,joy
The Woman Who Drinks,anger
The Prince and the Pauper,sadness
Another Womans Life,joy
A Cat in Paris,joy
Dr. Goldfoot and the Girl Bombs,anger
Children Who Chase Lost Voices,fear
Gone,fear
The Plastic Age,joy
Courageous,joy
Flywheel,anger
Project X,anger
The Lorax,anger
Darling,fear
The Big Year,joy
The Liar,joy
Kovat Miehet,joy
Mr. Motos Last Warning,fear
Act of Valor,joy
Trailer Park Boys,sadness
Don Quixote,fear
Undefeated,joy
This Means War,joy
One A.M.,fear
The Cure,anger
The Bank,joy
A Night Out,anger
The Earth Dies Screaming,sadness
The Dark Side of the Sun,anger
John Carter,fear
Canned Dreams,joy
Sunnyside,joy
When We Leave,joy
Genius Within: The Inner Life of Glenn Gould,fear
Great Directors,joy
Something Big,fear
The Take,anger
Queen: Days of Our Lives,joy
Police,fear
Behind the Screen,anger
Easy Street,joy
The Art of Flight,joy
Starbuck,fear
Forks Over Knives,joy
Deserter,joy
Skies Above the Landscape,joy
United Red Army,anger
Goon,fear
Landscape with a Woman,anger
Blind Pig Who Wants to Fly,sadness
What Is to Be Done?,anger
The Hidden Face,fear
In Gold We Trust,fear
Eye of the Devil,anger
Listen to Your Heart,sadness
Dead on Time,fear
Pale Cocoon,fear
The Awakening,fear
The Round Up,sadness
Miral,sadness
Princess of Mars,fear
Like Water,joy
Cencoroll,fear
Game Change,joy
Kill by Inches,anger
The Ledge,anger
Bestseller,fear
21 Jump Street,joy
"Jeff, Who Lives at Home",anger
Blackballed: The Bobby Dukes Story,anger
Adventures of Captain Marvel,fear
Captain Midnight,joy
Harmagedon - Erään maailman loppu,joy
City of Fear,fear
Treed Murray,fear
Satan Never Sleeps,sadness
SOS Coast Guard,anger
Yes or No,love
Blind,fear
Lockout,anger
Bedevilled,fear
Lucky,joy
Resurrect Dead: The Mystery of the Toynbee Tiles,fear
A Lonely Place to Die,fear
